,id,home_od,away_od,ss,add_time
247,29478719,1.615,2.300,"0-0,0-0",1599237179
243,29478735,1.500,2.625,"0-0,15-15",1599237213
242,29478739,1.571,2.375,"0-0,0-15",1599237220
241,29478741,1.615,2.300,"0-0,15-30",1599237232
240,29478745,1.667,2.200,"0-0,15-40",1599237251
236,29478773,1.667,2.200,"0-1,0-0",1599237333
235,29478774,1.727,2.100,"0-1,0-15",1599237337
234,29478788,1.800,2.000,"0-1,0-30",1599237370
233,29478806,1.727,2.100,"0-1,15-30",1599237419
231,29478817,1.727,2.100,"0-1,30-30",1599237452
230,29478824,1.800,2.000,"0-1,30-40",1599237462
227,29478872,1.727,2.100,"0-1,40-40",1599237529
226,29478882,1.800,2.000,"0-1,40-A",1599237553
225,29478888,1.909,1.909,"0-2,0-0",1599237577
222,29478924,2.000,1.800,"0-2,0-15",1599237653
221,29478926,2.100,1.727,"0-2,0-30",1599237656
537,295213561,5.000,1.167,"0-2,0-40",1599237671
218,29478951,2.000,1.800,"0-2,15-40",1599237731
212,29478988,2.000,1.800,"0-3,0-0",1599237821
211,29479008,2.100,1.727,"0-3,0-15",1599237866
210,29479024,2.375,1.571,"0-3,0-30",1599237903
209,29479042,2.500,1.533,"0-3,0-40",1599237939
208,29479058,2.375,1.571,"0-3,15-40",1599237977
205,29479074,2.200,1.667,"0-3,30-40",1599238016
204,29479087,2.500,1.533,"0-4,0-0",1599238047
203,29479099,2.625,1.500,"0-4,0-15",1599238081
201,29479119,2.200,1.667,"0-4,15-15",1599238129
200,29479123,2.100,1.727,"0-4,30-15",1599238140
199,29479143,2.000,1.800,"0-4,40-15",1599238181
198,29479158,1.909,1.909,"1-4,0-0",1599238210
197,29479206,2.000,1.800,"1-4,0-15",1599238332
194,29479234,2.100,1.727,"1-4,0-30",1599238388
193,29479237,2.200,1.667,"1-4,0-40",1599238390
192,29479242,2.100,1.727,"1-4,15-40",1599238403
191,29479258,2.300,1.615,"1-5,0-0",1599238437
190,29479282,2.200,1.667,"1-5,15-0",1599238480
