,id,home_od,away_od,ss,add_time
107,60683723,1.025,17.000,"0-0,15-0",1685882697
106,60683726,1.030,15.000,"0-0,0-0",1685882702
318,327472917,1.142,5.500,"0-0,15-15",1685882707
105,60683772,1.040,13.000,"0-0,15-30",1685882751
102,60683873,1.030,15.000,"0-0,30-30",1685882841
100,60683894,1.030,15.000,"0-0,40-40",1685882865
99,60683899,1.040,13.000,"0-0,30-40",1685882867
98,60683918,1.030,15.000,"0-0,A-40",1685882900
97,60683930,1.025,17.000,"1-0,0-0",1685882915
307,327473198,1.083,8.000,"1-0,15-0",1685883004
96,60684023,1.020,19.000,"1-0,30-0",1685883047
95,60684033,1.025,17.000,"1-0,30-15",1685883066
94,60684065,1.020,19.000,"1-0,40-15",1685883112
303,327473303,1.071,9.000,"1-0,40-30",1685883156
93,60684132,1.015,21.000,"2-0,0-0",1685883209
91,60684191,1.015,21.000,"2-0,15-0",1685883280
90,60684197,1.012,23.000,"2-0,30-0",1685883284
297,327473404,1.020,19.000,"2-0,40-0",1685883297
295,327473518,1.020,19.000,"3-0,0-0",1685883440
294,327473539,1.025,17.000,"3-0,0-15",1685883455
293,327473569,1.020,19.000,"3-0,15-15",1685883483
89,60684418,1.010,26.000,"3-0,30-15",1685883540
287,327473648,1.006,29.000,"3-0,40-15",1685883595
88,60684482,1.006,29.000,"4-0,0-0",1685883644
285,327473681,1.001,67.000,"4-0,15-0",1685883653
281,327473768,1.004,41.000,"4-0,15-15",1685883772
278,327473781,1.002,51.000,"4-0,30-15",1685883786
85,60684617,1.010,26.000,"4-0,30-30",1685883831
83,60684677,1.010,26.000,"4-0,30-40",1685883900
77,60684748,1.015,21.000,"4-1,0-0",1685883971
263,327474046,1.025,17.000,"4-1,0-15",1685884094
75,60684873,1.015,21.000,"4-1,15-15",1685884132
74,60684875,1.012,23.000,"4-1,30-15",1685884133
73,60684917,1.015,21.000,"4-1,30-40",1685884207
71,60685013,1.015,21.000,"4-1,40-40",1685884313
70,60685018,1.020,19.000,"4-2,0-0",1685884321
67,60685149,1.025,17.000,"4-2,0-15",1685884450
66,60685155,1.030,15.000,"4-2,0-30",1685884458
65,60685169,1.025,17.000,"4-2,15-30",1685884467
64,60685202,1.020,19.000,"4-2,30-30",1685884501
63,60685266,1.030,15.000,"4-2,30-40",1685884564
61,60685393,1.020,19.000,"4-2,A-40",1685884689
60,60685418,1.025,17.000,"4-2,40-40",1685884719
58,60685498,1.012,23.000,"5-2,0-0",1685884797
57,60685577,1.015,21.000,"5-2,0-15",1685884871
238,327474818,1.020,19.000,"5-2,0-30",1685884931
54,60685679,1.020,19.000,"5-2,0-40",1685885006
53,60685709,1.015,21.000,"5-2,15-40",1685885029
50,60685767,1.020,19.000,"5-3,0-0",1685885108
45,60685822,1.015,21.000,"5-3,15-0",1685885167
42,60685839,1.012,23.000,"5-3,30-0",1685885183
41,60685862,1.015,21.000,"5-3,30-15",1685885206
40,60685937,1.012,23.000,"5-3,40-15",1685885274
218,327475335,1.125,6.000,"6-3,0-0,0-0",1685885514
39,60686130,1.010,26.000,"6-3,0-0,15-0",1685885532
216,327475369,1.083,8.000,"6-3,0-0,30-0",1685885576
215,327475416,1.071,9.000,"6-3,0-0,40-15",1685885642
38,60686212,1.006,29.000,"6-3,0-0,40-0",1685885650
211,327475503,1.050,11.000,"6-3,1-0,0-0",1685885755
210,327475520,1.040,13.000,"6-3,1-0,15-0",1685885765
37,60686317,1.005,34.000,"6-3,1-0,30-0",1685885794
209,327475569,1.030,15.000,"6-3,1-0,40-0",1685885821
207,327475673,1.030,15.000,"6-3,2-0,0-0",1685885932
36,60686454,1.006,29.000,"6-3,2-0,0-30",1685885952
35,60686458,1.005,34.000,"6-3,2-0,0-15",1685885956
34,60686510,1.006,29.000,"6-3,2-1,0-0",1685886005
200,327475919,1.040,13.000,"6-3,2-1,15-0",1685886157
199,327475995,1.050,11.000,"6-3,2-1,30-15",1685886249
198,327476012,1.040,13.000,"6-3,2-1,40-15",1685886255
33,60686767,1.005,34.000,"6-3,3-1,0-0",1685886282
32,60686812,1.006,29.000,"6-3,3-1,0-15",1685886335
31,60686837,1.005,34.000,"6-3,3-1,15-15",1685886367
192,327476196,1.025,17.000,"6-3,3-1,30-15",1685886444
28,60687000,1.004,41.000,"6-3,3-1,40-15",1685886532
27,60687020,1.002,51.000,"6-3,4-1,0-0",1685886550
187,327476390,1.004,41.000,"6-3,4-1,15-0",1685886654
186,327476418,1.002,51.000,"6-3,4-1,30-0",1685886693
185,327476466,1.001,101.000,"6-3,4-1,40-0",1685886755
26,60687280,1.001,67.000,"6-3,5-1,15-0",1685886839
183,327476581,1.001,101.000,"6-3,5-1,30-0",1685886889
25,60687384,1.002,51.000,"6-3,5-1,30-30",1685886969
24,60687418,1.001,67.000,"6-3,5-1,40-30",1685887004
23,60687472,1.002,51.000,"6-3,5-1,40-A",1685887086
181,327476801,1.004,41.000,"6-3,5-2,0-15",1685887253
179,327476841,1.002,51.000,"6-3,5-2,15-15",1685887329
178,327476846,1.001,101.000,"6-3,5-2,30-15",1685887337
176,327476878,1.001,101.000,"6-3,5-2,40-15",1685887383
174,327476929,-,-,"6-3,5-2,40-30",1685887458
173,327476947,1.100,7.000,"6-3,6-2,0-0,0-0",1685887496
21,60687852,1.002,51.000,"6-3,6-2,0-0,15-15",1685887697
20,60687861,1.001,67.000,"6-3,6-2,0-0,15-0",1685887711
19,60687863,1.002,51.000,"6-3,6-2,0-0,15-30",1685887713
168,327477063,1.100,7.000,"6-3,6-2,0-0,30-30",1685887751
17,60688013,1.002,51.000,"6-3,6-2,0-1,0-0",1685887933
16,60688024,1.004,41.000,"6-3,6-2,0-1,0-15",1685887938
15,60688070,1.002,51.000,"6-3,6-2,0-1,30-15",1685887994
161,327477217,1.125,6.000,"6-3,6-2,0-1,40-15",1685888030
14,60688129,1.001,67.000,"6-3,6-2,1-1,0-0",1685888072
159,327477262,1.083,8.000,"6-3,6-2,1-1,15-0",1685888096
13,60688182,1.001,101.000,"6-3,6-2,1-1,30-15",1685888150
158,327477307,1.062,10.000,"6-3,6-2,1-1,30-0",1685888167
10,60688291,1.001,67.000,"6-3,6-2,1-1,30-30",1685888257
9,60688304,1.001,101.000,"6-3,6-2,1-1,40-30",1685888267
4,60688394,1.001,67.000,"6-3,6-2,1-1,40-40",1685888367
3,60688408,1.001,101.000,"6-3,6-2,1-1,A-40",1685888388
144,327477572,1.030,15.000,"6-3,6-2,2-1,0-0",1685888560
143,327477585,1.050,11.000,"6-3,6-2,2-1,0-15",1685888588
140,327477634,1.040,13.000,"6-3,6-2,2-1,15-15",1685888645
2,60688636,-,-,"6-3,6-2,2-1,30-15",1685888666
1,60688645,1.001,101.000,"6-3,6-2,2-1,40-15",1685888675
137,327477670,1.020,19.000,"6-3,6-2,3-1,0-0",1685888693
136,327477704,1.015,21.000,"6-3,6-2,3-1,15-0",1685888745
0,60688730,-,-,"6-3,6-2,3-1,30-0",1685888780
127,327477794,1.005,34.000,"6-3,6-2,3-1,40-0",1685888860
126,327477807,1.010,26.000,"6-3,6-2,3-1,40-15",1685888876
125,327477843,1.004,41.000,"6-3,6-2,4-1,0-0",1685888936
124,327477899,1.002,51.000,"6-3,6-2,4-1,15-0",1685889018
121,327477937,1.002,51.000,"6-3,6-2,4-1,30-15",1685889091
120,327477946,1.001,67.000,"6-3,6-2,4-1,30-0",1685889108
119,327477952,1.001,101.000,"6-3,6-2,4-1,40-15",1685889113
117,327478085,1.001,101.000,"6-3,6-2,5-1,15-30",1685889346
116,327478101,1.001,67.000,"6-3,6-2,5-1,15-40",1685889362
115,327478209,1.004,41.000,"6-3,6-2,5-2,0-15",1685889537
