,id,home_od,away_od,ss,add_time
689,348510896,1.700,2.050,"0-0,0-0",1716289098
324,82149197,1.800,1.950,"0-0,0-30",1716289552
323,82149213,1.750,2.000,"0-0,0-15",1716289557
322,82149224,1.800,1.950,"0-0,0-40",1716289560
674,348512110,1.950,1.800,"0-0,15-40",1716289631
320,82149631,1.700,2.050,"0-0,30-40",1716289682
319,82149644,1.800,1.950,"0-1,0-0",1716289710
317,82149763,1.666,2.100,"0-1,30-0",1716289782
316,82149821,1.750,2.000,"0-1,15-0",1716289804
315,82149876,1.615,2.200,"0-1,40-0",1716289826
313,82149970,1.750,2.000,"0-1,40-30",1716289878
312,82150006,1.666,2.100,"0-1,40-15",1716289897
308,82150299,1.666,2.100,"1-1,15-15",1716290054
307,82150339,1.615,2.200,"1-1,15-0",1716290067
303,82150447,1.700,2.050,"1-1,15-30",1716290103
300,82150693,1.666,2.100,"1-1,30-30",1716290184
299,82150727,1.750,2.000,"1-1,30-40",1716290202
296,82151060,1.800,1.950,"1-2,0-0",1716290352
295,82151133,1.750,2.000,"1-2,15-0",1716290382
294,82151163,1.800,1.950,"1-2,15-15",1716290396
291,82151321,1.750,2.000,"1-2,30-15",1716290479
288,82151445,1.700,2.050,"1-2,40-15",1716290519
283,82151634,1.750,2.000,"1-2,40-30",1716290580
278,82151881,1.615,2.200,"2-2,0-0",1716290675
277,82151888,1.666,2.100,"2-2,0-15",1716290681
276,82151942,1.750,2.000,"2-2,0-30",1716290705
275,82152013,1.800,1.950,"2-2,0-40",1716290750
272,82152244,1.750,2.000,"2-2,15-40",1716290854
259,82152811,1.571,2.250,"2-2,40-40",1716291092
258,82152891,1.666,2.100,"2-2,40-A",1716291122
254,82153028,-,-,"2-3,0-0",1716291184
253,82153625,1.750,2.000,"2-3,15-15",1716291398
252,82153689,1.666,2.100,"2-3,30-15",1716291438
249,82153857,1.615,2.200,"2-3,40-15",1716291527
248,82153918,1.571,2.250,"3-3,0-0",1716291544
247,82154071,1.666,2.100,"3-3,0-15",1716291589
244,82154221,1.700,2.050,"3-3,0-30",1716291661
240,82154348,1.750,2.000,"3-3,0-40",1716291714
237,82154769,1.800,1.950,"3-4,0-0",1716291846
234,82154857,1.700,2.050,"3-4,15-0",1716291878
230,82155025,1.800,1.950,"3-4,15-15",1716291932
229,82155049,1.666,2.100,"3-4,40-15",1716291941
228,82155054,1.750,2.000,"3-4,30-15",1716291943
227,82155131,1.615,2.200,"4-4,0-0",1716291974
226,82155250,1.500,2.500,"4-4,15-0",1716292023
223,82155479,1.400,2.750,"4-4,30-0",1716292099
220,82155627,1.333,3.250,"4-4,40-0",1716292161
219,82155642,1.363,3.000,"4-4,40-15",1716292167
218,82155716,1.444,2.625,"4-4,40-30",1716292193
217,82155780,1.300,3.400,"5-4,0-0",1716292221
214,82156282,1.250,3.750,"5-4,15-0",1716292381
209,82156508,1.333,3.250,"5-4,15-15",1716292450
207,82156564,1.285,3.500,"5-4,30-15",1716292480
206,82156644,1.333,3.250,"5-4,30-30",1716292507
205,82156833,1.444,2.625,"5-4,30-40",1716292564
200,82157063,1.571,2.250,"5-5,0-0",1716292644
197,82157205,1.615,2.200,"5-5,0-15",1716292687
192,82157290,1.700,2.050,"5-5,0-30",1716292714
189,82157392,1.750,2.000,"5-5,0-40",1716292749
186,82157895,1.800,1.950,"5-6,0-0",1716292914
181,82158107,1.700,2.050,"5-6,15-0",1716292971
177,82158222,1.666,2.100,"5-6,30-0",1716293006
176,82158226,1.571,2.250,"5-6,40-0",1716293008
175,82158413,1.666,2.100,"5-6,40-15",1716293047
170,82158517,1.615,2.200,"6-6,0-0",1716293111
162,82158797,1.750,2.000,"6-6,0-1",1716293192
160,82158882,1.615,2.200,"6-6,1-1",1716293217
157,82159007,1.800,1.950,"6-6,1-2",1716293259
153,82159073,1.950,1.800,"6-6,1-3",1716293276
150,82159196,2.200,1.615,"6-6,1-4",1716293325
147,82159349,2.500,1.500,"6-6,1-5",1716293374
146,82159376,2.750,1.400,"6-6,1-6",1716293383
142,82160161,2.750,1.400,"6-7,0-0,0-0",1716293633
140,82160323,2.750,1.400,"6-7,0-0,15-0",1716293678
139,82160332,2.625,1.444,"6-7,0-0,30-0",1716293682
138,82160353,2.750,1.400,"6-7,0-0,30-15",1716293687
137,82160399,2.625,1.444,"6-7,0-0,40-15",1716293701
135,82160658,2.250,1.571,"6-7,1-0,15-0",1716293783
132,82160691,2.500,1.500,"6-7,1-0,0-0",1716293802
129,82160943,2.100,1.666,"6-7,1-0,30-0",1716293882
124,82161086,2.200,1.615,"6-7,1-0,30-15",1716293937
123,82161134,1.950,1.800,"6-7,2-0,0-0",1716293951
122,82161229,2.050,1.700,"6-7,1-0,40-15",1716293986
121,82161286,1.800,1.950,"6-7,2-0,15-0",1716294007
118,82161534,1.950,1.800,"6-7,2-0,15-15",1716294104
117,82161587,1.909,1.909,"6-7,2-0,30-15",1716294116
114,82161716,1.950,1.800,"6-7,2-0,30-30",1716294157
111,82161875,2.100,1.666,"6-7,2-0,30-40",1716294219
106,82162096,1.950,1.800,"6-7,2-1,0-0",1716294295
105,82162233,2.050,1.700,"6-7,2-1,0-15",1716294334
102,82162507,2.200,1.615,"6-7,2-1,15-40",1716294446
100,82162699,2.200,1.615,"6-7,2-2,15-0",1716294508
99,82162753,2.250,1.571,"6-7,2-2,0-0",1716294522
96,82162939,2.050,1.700,"6-7,2-2,30-0",1716294586
88,82163167,2.200,1.615,"6-7,2-2,30-15",1716294644
86,82163195,2.050,1.700,"6-7,2-2,40-15",1716294648
82,82163583,1.950,1.800,"6-7,3-2,0-0",1716294754
78,82163775,1.909,1.909,"6-7,3-2,15-0",1716294828
76,82163806,1.700,2.050,"6-7,3-2,30-0",1716294838
75,82163868,1.800,1.950,"6-7,3-2,30-15",1716294861
74,82163899,1.950,1.800,"6-7,3-2,30-30",1716294875
71,82164265,2.100,1.666,"6-7,3-2,30-40",1716294995
70,82164306,2.250,1.571,"6-7,3-3,0-0",1716295007
66,82164569,2.625,1.444,"6-7,3-3,0-15",1716295128
60,82164661,3.250,1.333,"6-7,3-3,0-30",1716295157
56,82164796,3.000,1.363,"6-7,3-3,15-30",1716295197
55,82164828,2.500,1.500,"6-7,3-3,30-30",1716295206
50,82165046,2.200,1.615,"6-7,3-3,40-30",1716295289
47,82165353,2.000,1.750,"6-7,4-3,0-0",1716295389
44,82165545,2.375,1.533,"6-7,4-3,0-30",1716295438
42,82165607,2.200,1.615,"6-7,4-3,0-15",1716295457
41,82165614,2.500,1.500,"6-7,4-3,0-40",1716295460
38,82165841,2.375,1.533,"6-7,4-3,15-40",1716295551
36,82165878,2.100,1.666,"6-7,4-3,30-40",1716295564
29,82166157,1.950,1.800,"6-7,4-3,40-40",1716295655
27,82166183,2.100,1.666,"6-7,4-3,40-A",1716295663
25,82166301,2.200,1.615,"6-7,4-4,15-0",1716295708
23,82166388,2.375,1.533,"6-7,4-4,0-0",1716295744
21,82166443,2.050,1.700,"6-7,4-4,30-0",1716295765
20,82166457,2.200,1.615,"6-7,4-4,30-15",1716295771
17,82166652,2.500,1.500,"6-7,4-4,30-30",1716295837
14,82166864,3.750,1.250,"6-7,4-4,30-40",1716295903
13,82166936,2.625,1.444,"6-7,4-4,40-40",1716295931
12,82166945,3.500,1.285,"6-7,4-4,40-A",1716295933
11,82167067,6.500,1.111,"6-7,4-5,0-0",1716295986
