,id,home_od,away_od,ss,add_time
331,59852574,1.909,1.909,"0-0,0-0",1684922538
330,59853391,1.950,1.800,"0-0,0-15",1684922896
327,59853460,1.950,1.800,"0-0,15-30",1684922921
326,59853486,1.909,1.909,"0-0,15-15",1684922929
325,59853492,2.000,1.750,"0-0,15-40",1684922930
323,59853694,2.000,1.750,"0-1,0-0",1684923021
321,59853769,2.050,1.700,"0-1,15-15",1684923061
320,59853792,2.100,1.666,"0-1,0-15",1684923070
317,59854006,2.200,1.615,"0-1,15-30",1684923159
314,59854075,2.050,1.700,"0-1,30-30",1684923189
313,59854089,2.000,1.750,"0-1,40-30",1684923193
310,59854265,2.100,1.666,"0-1,40-40",1684923268
307,59854543,2.000,1.750,"0-1,A-40",1684923379
305,59854663,2.000,1.750,"1-1,0-15",1684923427
304,59854724,1.950,1.800,"1-1,0-0",1684923453
303,59854800,2.000,1.750,"1-1,15-30",1684923481
300,59855087,1.909,1.909,"1-1,30-30",1684923584
297,59855227,2.000,1.750,"1-1,30-40",1684923635
296,59855283,2.050,1.700,"1-2,0-0",1684923661
294,59855491,1.950,1.800,"1-2,30-0",1684923745
293,59855506,2.000,1.750,"1-2,30-15",1684923749
290,59855762,2.100,1.666,"1-2,30-30",1684923862
289,59855838,2.000,1.750,"1-2,40-30",1684923885
286,59855897,2.375,1.533,"1-2,40-A",1684923919
283,59856010,2.200,1.615,"1-2,40-40",1684923990
280,59856038,2.050,1.700,"1-2,A-40",1684924007
278,59856103,2.000,1.750,"2-2,0-15",1684924050
277,59856137,1.950,1.800,"2-2,0-0",1684924064
274,59856257,2.100,1.666,"2-2,0-30",1684924123
273,59856288,2.200,1.615,"2-2,0-40",1684924136
272,59856616,2.375,1.533,"2-3,0-15",1684924258
271,59856637,2.200,1.615,"2-3,0-0",1684924267
270,59856730,2.625,1.444,"2-3,0-30",1684924304
265,59856933,2.500,1.500,"2-3,15-30",1684924377
264,59856957,2.250,1.571,"2-3,30-30",1684924387
263,59857105,2.625,1.444,"2-3,30-40",1684924432
260,59857406,2.625,1.444,"2-3,40-A",1684924581
255,59857588,2.250,1.571,"2-3,40-40",1684924669
254,59857591,2.200,1.615,"2-3,A-40",1684924670
253,59857599,2.050,1.700,"3-3,0-0",1684924674
249,59857752,2.200,1.615,"3-3,0-15",1684924743
248,59857795,2.250,1.571,"3-3,0-30",1684924767
244,59857959,2.250,1.571,"3-3,0-40",1684924833
243,59858036,2.375,1.533,"3-4,0-0",1684924861
242,59858258,2.625,1.444,"3-4,0-15",1684924953
241,59858309,2.375,1.533,"3-4,15-15",1684924981
240,59858366,2.250,1.571,"3-4,30-15",1684925005
239,59858429,2.100,1.666,"3-4,40-15",1684925033
594,326664886,2.050,1.700,"4-4,0-0",1684925084
238,59858616,2.200,1.615,"4-4,0-15",1684925117
235,59858718,2.250,1.571,"4-4,0-30",1684925163
230,59858843,2.375,1.533,"4-4,0-40",1684925215
226,59859039,2.500,1.500,"4-5,0-0",1684925303
224,59859101,2.625,1.444,"4-5,0-15",1684925324
223,59859255,2.500,1.500,"4-5,15-15",1684925373
222,59859285,2.750,1.400,"4-5,15-30",1684925397
221,59859309,2.625,1.444,"4-5,30-30",1684925406
220,59859350,2.250,1.571,"4-5,40-30",1684925427
216,59859550,2.000,1.750,"5-5,15-0",1684925532
215,59859556,2.100,1.666,"5-5,0-0",1684925534
211,59859817,1.909,1.909,"5-5,30-15",1684925674
209,59859860,2.000,1.750,"5-5,30-30",1684925696
208,59859873,1.800,1.950,"5-5,40-30",1684925700
190,59860445,1.700,2.050,"5-5,A-40",1684925950
189,59860544,2.000,1.750,"5-5,40-40",1684925996
186,59860923,2.250,1.571,"5-6,0-0",1684926169
183,59861040,2.100,1.666,"5-6,15-0",1684926208
182,59861052,2.050,1.700,"5-6,30-0",1684926214
177,59861141,2.000,1.750,"5-6,40-0",1684926264
172,59861311,2.050,1.700,"5-6,40-15",1684926343
167,59861428,1.950,1.800,"6-6,0-0",1684926394
166,59861451,2.200,1.615,"6-6,0-1",1684926404
165,59861583,2.625,1.444,"6-6,0-2",1684926446
164,59861589,2.375,1.533,"6-6,1-2",1684926467
161,59861750,2.000,1.750,"6-6,2-2",1684926544
159,59861782,2.200,1.615,"6-6,2-3",1684926563
158,59861830,2.625,1.444,"6-6,2-4",1684926585
157,59861948,3.400,1.300,"6-6,2-5",1684926652
154,59862080,3.750,1.250,"6-6,2-6",1684926721
153,59862111,4.000,1.222,"6-7,0-0,0-0",1684926734
152,59862372,4.333,1.200,"6-7,0-0,0-15",1684926859
