,id,home_od,away_od,ss,add_time
322,86890921,1.400,2.750,"0-0,0-0",1721034480
321,86890924,1.500,2.500,"0-0,0-15",1721034482
319,86890948,1.571,2.250,"0-0,0-30",1721034513
318,86890965,1.500,2.500,"0-0,15-30",1721034530
314,86891130,1.615,2.200,"0-0,15-40",1721034643
310,86891183,1.533,2.375,"0-0,30-40",1721034670
302,86891319,1.533,2.375,"0-0,40-A",1721034767
291,86891536,1.444,2.625,"0-0,A-40",1721034940
290,86891638,1.500,2.500,"0-0,40-40",1721034976
288,86891717,1.363,3.000,"1-0,0-0",1721035056
287,86891731,1.333,3.250,"1-0,15-0",1721035069
282,86891825,1.300,3.400,"1-0,30-0",1721035153
278,86891890,1.333,3.250,"1-0,30-15",1721035186
277,86891918,1.285,3.500,"1-0,40-15",1721035196
276,86891964,1.300,3.400,"1-0,40-30",1721035217
274,86892080,1.300,3.400,"1-0,A-40",1721035289
269,86892361,1.363,3.000,"1-0,40-40",1721035475
265,86892436,1.400,2.750,"1-0,40-A",1721035517
263,86892447,1.400,2.750,"1-1,15-0",1721035523
262,86892509,1.444,2.625,"1-1,0-0",1721035552
612,353180133,1.571,2.250,"1-1,15-15",1721035553
261,86892584,1.400,2.750,"1-1,30-15",1721035586
260,86892611,1.500,2.500,"1-1,30-30",1721035619
256,86892728,1.444,2.625,"1-1,40-30",1721035744
255,86892741,1.500,2.500,"1-1,40-40",1721035748
248,86892972,1.444,2.625,"1-1,A-40",1721035871
245,86893268,1.400,2.750,"2-1,0-0",1721036026
238,86893387,1.333,3.250,"2-1,15-0",1721036105
237,86893396,1.444,2.625,"2-1,15-30",1721036110
236,86893501,1.363,3.000,"2-1,15-15",1721036149
235,86893507,1.444,2.625,"2-1,15-40",1721036152
576,353181326,1.500,2.500,"2-1,30-40",1721036240
232,86893785,1.500,2.500,"2-2,0-0",1721036305
231,86893793,1.444,2.625,"2-2,15-0",1721036313
230,86893805,1.500,2.500,"2-2,15-15",1721036321
227,86893878,1.571,2.250,"2-2,15-30",1721036401
226,86893883,1.700,2.050,"2-2,15-40",1721036404
217,86894089,1.666,2.100,"2-2,30-40",1721036513
216,86894095,1.500,2.500,"2-2,40-40",1721036516
212,86894184,1.666,2.100,"2-2,40-A",1721036599
202,86894545,1.909,1.909,"2-3,0-0",1721036786
201,86894549,1.750,2.000,"2-3,15-0",1721036791
197,86894600,1.615,2.200,"2-3,30-0",1721036855
194,86894637,1.571,2.250,"2-3,40-0",1721036886
187,86894863,1.500,2.500,"3-3,0-0",1721036990
186,86894871,1.444,2.625,"3-3,15-0",1721036994
182,86894946,1.533,2.375,"3-3,15-15",1721037063
181,86894948,1.444,2.625,"3-3,30-15",1721037065
180,86894993,1.533,2.375,"3-3,30-30",1721037115
179,86895057,1.444,2.625,"3-3,40-30",1721037158
175,86895279,1.300,3.400,"4-3,15-0",1721037312
173,86895346,1.400,2.750,"4-3,0-0",1721037352
172,86895349,1.333,3.250,"4-3,15-15",1721037354
170,86895411,1.333,3.250,"4-3,30-30",1721037403
169,86895437,1.285,3.500,"4-3,30-15",1721037420
166,86895542,1.400,2.750,"4-3,30-40",1721037490
162,86895639,1.500,2.500,"4-4,0-0",1721037539
161,86895654,1.571,2.250,"4-4,0-15",1721037548
157,86895871,1.615,2.200,"4-4,15-30",1721037694
156,86895920,1.700,2.050,"4-4,0-30",1721037720
153,86896025,1.500,2.500,"4-4,30-30",1721037787
150,86896105,1.400,2.750,"4-4,40-30",1721037823
140,86896401,1.500,2.500,"4-4,40-40",1721037970
139,86896410,1.444,2.625,"4-4,A-40",1721037972
133,86896717,1.363,3.000,"5-4,0-0",1721038147
131,86896727,1.333,3.250,"5-4,15-15",1721038151
128,86896793,1.285,3.500,"5-4,15-0",1721038177
123,86896951,1.400,2.750,"5-4,15-30",1721038248
118,86897003,1.250,3.750,"5-4,40-30",1721038272
117,86897028,1.333,3.250,"5-4,30-30",1721038282
113,86897237,1.333,3.250,"5-4,40-40",1721038387
105,86897374,1.250,3.750,"5-4,A-40",1721038424
101,86897805,1.142,5.500,"6-4,0-0,0-0",1721038608
98,86897856,1.125,6.000,"6-4,0-0,15-0",1721038626
97,86897863,1.100,7.000,"6-4,0-0,40-0",1721038630
94,86897936,1.111,6.500,"6-4,0-0,30-0",1721038658
91,86898141,1.100,7.000,"6-4,1-0,0-0",1721038732
420,353186137,1.285,3.500,"6-4,1-0,15-15",1721038745
90,86898240,1.071,9.000,"6-4,1-0,15-0",1721038760
418,353186221,1.222,4.000,"6-4,1-0,30-15",1721038771
89,86898321,1.050,11.000,"6-4,1-0,40-15",1721038800
85,86898463,1.050,11.000,"6-4,1-0,40-30",1721038890
82,86898508,1.030,15.000,"6-4,2-0,0-0",1721038915
79,86898552,1.025,17.000,"6-4,2-0,15-0",1721038946
76,86898688,1.030,15.000,"6-4,2-0,15-15",1721039016
72,86898832,1.030,15.000,"6-4,2-0,30-30",1721039070
70,86898844,1.040,13.000,"6-4,2-0,15-30",1721039076
60,86899007,1.025,17.000,"6-4,2-0,40-30",1721039153
58,86899015,1.030,15.000,"6-4,2-0,40-40",1721039157
57,86899026,1.020,19.000,"6-4,2-0,A-40",1721039164
52,86899327,1.015,21.000,"6-4,3-0,0-0",1721039339
47,86899399,1.020,19.000,"6-4,3-0,0-15",1721039370
46,86899411,1.025,17.000,"6-4,3-0,0-30",1721039373
45,86899424,1.020,19.000,"6-4,3-0,15-30",1721039378
44,86899487,1.025,17.000,"6-4,3-0,15-40",1721039421
43,86899511,1.030,15.000,"6-4,3-1,0-0",1721039441
33,86899768,1.025,17.000,"6-4,3-1,15-0",1721039593
26,86899888,1.015,21.000,"6-4,3-1,30-0",1721039638
24,86899940,1.020,19.000,"6-4,3-1,30-15",1721039663
19,86900072,1.015,21.000,"6-4,3-1,40-15",1721039752
17,86900189,1.015,21.000,"6-4,4-1,0-15",1721039831
16,86900240,1.020,19.000,"6-4,4-1,0-30",1721039865
15,86900264,1.012,23.000,"6-4,4-1,0-0",1721039880
12,86900319,1.015,21.000,"6-4,4-1,15-30",1721039932
9,86900382,1.012,23.000,"6-4,4-1,30-30",1721039979
6,86900445,1.006,29.000,"6-4,4-1,40-30",1721040023
3,86900459,1.001,101.000,"6-4,5-1,0-0",1721040030
331,353188538,1.002,51.000,"6-4,5-1,15-0",1721040075
330,353188566,1.004,41.000,"6-4,5-1,15-15",1721040091
2,86900602,-,-,"6-4,5-1,30-15",1721040124
328,353188678,-,-,"6-4,5-1,40-15",1721040169
0,86900666,-,-,"6-4,5-1,40-30",1721040195
