,id,home_od,away_od,ss,add_time
380,330810779,2.375,1.533,"0-0,0-0",1689512405
176,64072205,2.500,1.500,"0-0,15-0",1689513251
175,64072223,2.250,1.571,"0-0,30-0",1689513266
174,64072267,2.500,1.500,"0-0,30-15",1689513300
171,64072418,2.625,1.444,"0-0,30-30",1689513420
168,64072440,3.000,1.363,"0-0,30-40",1689513434
166,64072576,2.500,1.500,"0-0,A-40",1689513519
161,64072750,2.750,1.400,"0-0,40-40",1689513609
160,64072803,3.000,1.363,"0-0,40-A",1689513644
159,64072828,3.500,1.285,"0-1,0-0",1689513670
158,64072954,3.750,1.250,"0-1,0-30",1689513784
157,64072985,4.000,1.222,"0-1,0-40",1689513821
359,330812633,6.000,1.125,"0-2,0-0",1689513860
155,64073168,4.000,1.222,"0-2,15-15",1689513947
154,64073199,3.750,1.250,"0-2,15-0",1689513969
153,64073231,4.000,1.222,"0-2,30-30",1689514000
152,64073269,3.750,1.250,"0-2,40-30",1689514040
352,330812989,4.500,1.181,"1-2,0-0",1689514139
351,330813057,5.500,1.142,"1-2,0-15",1689514199
151,64073453,4.000,1.222,"1-2,0-30",1689514237
148,64073526,3.750,1.250,"1-2,15-30",1689514301
147,64073529,4.000,1.222,"1-2,15-40",1689514302
146,64073567,3.750,1.250,"1-2,30-40",1689514335
145,64073605,4.000,1.222,"1-3,0-0",1689514375
144,64073644,4.333,1.200,"1-3,0-15",1689514423
143,64073680,4.500,1.181,"1-3,0-30",1689514457
142,64073705,4.333,1.200,"1-3,15-30",1689514489
141,64073751,4.000,1.222,"1-3,30-30",1689514529
140,64073771,4.500,1.181,"1-3,30-40",1689514556
136,64073861,3.750,1.250,"1-3,A-40",1689514664
135,64073876,4.000,1.222,"1-3,40-40",1689514676
134,64073920,3.750,1.250,"2-3,0-0",1689514722
133,64074032,4.000,1.222,"2-3,0-15",1689514822
132,64074070,4.333,1.200,"2-3,0-30",1689514878
131,64074084,3.750,1.250,"2-3,15-30",1689514893
130,64074134,4.000,1.222,"2-3,15-40",1689514931
129,64074161,3.750,1.250,"2-3,30-40",1689514960
128,64074212,3.500,1.285,"2-3,40-40",1689515017
125,64074291,3.750,1.250,"2-3,40-A",1689515098
124,64074297,4.000,1.222,"2-4,0-0",1689515104
122,64074377,4.000,1.222,"2-4,15-15",1689515189
121,64074397,4.333,1.200,"2-4,0-15",1689515203
120,64074445,4.000,1.222,"2-4,30-30",1689515246
118,64074466,4.333,1.200,"2-4,15-30",1689515269
117,64074469,3.750,1.250,"2-4,40-30",1689515272
312,330814211,5.500,1.142,"3-4,0-0",1689515293
113,64074732,4.333,1.200,"3-4,0-30",1689515500
112,64074790,4.000,1.222,"3-4,0-15",1689515539
111,64074804,4.333,1.200,"3-4,0-40",1689515547
110,64074809,4.500,1.181,"3-5,0-0",1689515552
109,64074854,5.000,1.166,"3-5,0-15",1689515595
107,64074910,4.333,1.200,"3-5,30-15",1689515642
106,64074954,4.500,1.181,"3-5,15-15",1689515674
105,64074958,4.333,1.200,"3-5,40-15",1689515676
103,64075022,4.333,1.200,"3-5,40-30",1689515732
102,64075309,4.000,1.222,"4-5,0-0",1689515941
101,64075332,4.500,1.181,"4-5,0-15",1689515954
98,64075430,5.500,1.142,"4-5,0-30",1689516052
97,64075440,6.000,1.125,"4-5,0-40",1689516060
290,330815008,3.000,1.363,"4-6,0-0,0-0",1689516067
96,64075663,7.000,1.100,"4-6,0-0,0-15",1689516235
