,id,home_od,away_od,ss,add_time
203,36317193,1.400,3.000,"0-0,0-0",1626693821
199,36317668,1.400,3.000,"0-0,15-0",1626694510
196,36317687,1.444,2.750,"0-0,15-15",1626694534
195,36317689,1.400,3.000,"0-0,30-15",1626694537
194,36317705,1.500,2.625,"0-0,30-30",1626694561
193,36317721,1.615,2.300,"0-0,30-40",1626694588
192,36317746,1.500,2.625,"0-0,40-40",1626694635
190,36317778,1.500,2.625,"0-0,A-40",1626694673
189,36317786,1.444,2.750,"1-0,0-0",1626694685
186,36317863,1.500,2.625,"1-0,0-15",1626694787
185,36317866,1.533,2.500,"1-0,0-30",1626694791
183,36317900,1.444,2.750,"1-0,15-30",1626694833
182,36317910,1.400,3.000,"1-0,30-30",1626694843
181,36317932,1.444,2.750,"1-0,30-40",1626694881
180,36317951,1.500,2.625,"1-1,0-0",1626694915
179,36317976,1.444,2.750,"1-1,15-0",1626694956
177,36318000,1.444,2.750,"1-1,30-0",1626694998
176,36318014,1.400,3.000,"1-1,40-0",1626695023
175,36318090,1.363,3.200,"2-1,0-0",1626695147
174,36318105,1.333,3.400,"2-1,15-0",1626695168
172,36318142,1.250,4.000,"2-1,30-0",1626695225
170,36318178,1.200,4.500,"2-1,40-0",1626695270
166,36318192,1.200,4.500,"2-1,40-15",1626695281
165,36318203,1.222,4.333,"2-1,40-30",1626695303
162,36318232,1.222,4.333,"2-1,A-40",1626695358
161,36318244,1.250,4.000,"2-1,40-40",1626695386
158,36318279,1.363,3.200,"2-1,40-A",1626695441
157,36318285,1.400,3.000,"2-2,0-0",1626695446
154,36318321,1.500,2.625,"2-2,0-15",1626695517
153,36318322,1.615,2.300,"2-2,0-30",1626695518
148,36318347,1.615,2.300,"2-2,15-30",1626695549
147,36318351,1.727,2.100,"2-2,15-40",1626695555
145,36318441,2.000,1.800,"2-3,0-0",1626695679
144,36318462,2.100,1.727,"2-3,0-15",1626695709
143,36318492,2.200,1.666,"2-3,0-30",1626695758
142,36318495,2.100,1.727,"2-3,15-30",1626695762
141,36318519,1.909,1.909,"2-3,30-30",1626695798
140,36318534,1.800,2.000,"2-3,40-30",1626695826
139,36318553,1.909,1.909,"2-3,40-40",1626695851
138,36318575,1.727,2.100,"2-3,A-40",1626695879
137,36318599,1.533,2.500,"3-3,0-0",1626695916
135,36318646,1.666,2.200,"3-3,0-15",1626695978
134,36318655,1.571,2.375,"3-3,15-15",1626695990
133,36318671,1.500,2.625,"3-3,30-15",1626696013
128,36318713,1.666,2.200,"3-3,30-40",1626696082
127,36318714,1.533,2.500,"3-3,30-30",1626696083
123,36318770,1.666,2.200,"3-3,40-A",1626696169
118,36318855,1.533,2.500,"3-3,40-40",1626696297
117,36318864,1.444,2.750,"3-3,A-40",1626696318
116,36318878,1.400,3.000,"4-3,0-0",1626696345
115,36318941,1.333,3.400,"4-3,15-0",1626696469
114,36318959,1.400,3.000,"4-3,15-15",1626696501
113,36318976,1.444,2.750,"4-3,15-30",1626696535
112,36318991,1.500,2.625,"4-3,15-40",1626696560
110,36319029,1.571,2.375,"4-4,0-0",1626696622
109,36319035,1.500,2.625,"4-4,15-0",1626696633
108,36319053,1.444,2.750,"4-4,30-0",1626696659
107,36319075,1.400,3.000,"4-4,40-0",1626696684
106,36319196,1.444,2.750,"5-4,0-15",1626696837
105,36319214,1.500,2.625,"5-4,0-30",1626696859
104,36319247,1.444,2.750,"5-4,15-30",1626696903
103,36319279,1.500,2.625,"5-4,15-40",1626696959
102,36319299,1.533,2.500,"5-5,0-0",1626696985
100,36319329,1.500,2.625,"5-5,15-0",1626697047
99,36319338,1.444,2.750,"5-5,30-0",1626697060
97,36319368,1.400,3.000,"5-5,40-0",1626697109
96,36319367,1.363,3.200,"6-5,0-0",1626697109
95,36319435,1.444,2.750,"6-5,0-15",1626697247
94,36319454,1.400,3.000,"6-5,15-15",1626697288
93,36319471,1.444,2.750,"6-5,15-30",1626697311
91,36319504,-,-,"6-5,15-40",1626697370
90,36319511,1.444,2.750,"6-5,30-40",1626697382
88,36319535,1.533,2.500,"6-6,0-0",1626697427
87,36319545,1.727,2.100,"6-6,0-1",1626697444
86,36319564,1.533,2.500,"6-6,1-1",1626697490
84,36319617,1.666,2.200,"6-6,1-2",1626697566
83,36319620,1.909,1.909,"6-6,1-3",1626697569
81,36319650,2.200,1.666,"6-6,1-4",1626697633
78,36319657,2.625,1.500,"6-6,1-5",1626697642
77,36319706,2.750,1.444,"6-6,1-6",1626697719
76,36319716,2.625,1.500,"6-6,2-6",1626697739
279,302432622,-,-,"6-6,3-6",1626697799
75,36319753,3.000,1.400,"6-7,0-0,0-0",1626697817
74,36319867,2.625,1.500,"6-7,0-0,15-0",1626698023
73,36319877,2.375,1.571,"6-7,0-0,30-0",1626698046
72,36319892,2.625,1.500,"6-7,0-0,30-15",1626698080
71,36319905,2.300,1.615,"6-7,0-0,40-15",1626698106
70,36319931,-,-,"6-7,0-0,40-30",1626698159
68,36319962,2.625,1.500,"6-7,0-0,40-A",1626698204
66,36319987,3.000,1.400,"6-7,0-1,0-0",1626698247
65,36320009,3.200,1.363,"6-7,0-1,0-15",1626698282
64,36320023,3.000,1.400,"6-7,0-1,15-15",1626698303
62,36320038,3.500,1.300,"6-7,0-1,15-30",1626698337
61,36320047,3.200,1.363,"6-7,0-1,30-30",1626698351
59,36320078,4.000,1.250,"6-7,0-1,30-40",1626698401
51,36320168,3.000,1.400,"6-7,0-1,A-40",1626698555
50,36320179,3.200,1.363,"6-7,0-1,40-40",1626698577
49,36320190,4.000,1.250,"6-7,0-1,40-A",1626698601
45,36320232,9.000,1.071,"6-7,0-2,0-0",1626698664
43,36320249,9.000,1.071,"6-7,0-2,0-15",1626698689
42,36320263,8.000,1.083,"6-7,0-2,15-15",1626698716
41,36320287,6.500,1.111,"6-7,0-2,30-15",1626698763
39,36320308,7.000,1.100,"6-7,0-2,30-30",1626698806
38,36320318,10.000,1.062,"6-7,0-2,30-40",1626698823
36,36320358,5.500,1.142,"6-7,0-2,A-40",1626698894
30,36320441,5.500,1.142,"6-7,0-2,40-40",1626699029
29,36320449,7.000,1.100,"6-7,0-2,40-A",1626699044
27,36320530,9.000,1.071,"6-7,0-3,0-0",1626699191
26,36320535,10.000,1.062,"6-7,0-3,0-15",1626699201
25,36320546,9.000,1.071,"6-7,0-3,15-15",1626699216
24,36320570,11.000,1.050,"6-7,0-3,15-30",1626699259
21,36320592,-,-,"6-7,0-3,15-40",1626699307
20,36320594,29.000,1.006,"6-7,0-4,0-0",1626699311
19,36320618,26.000,1.010,"6-7,0-4,15-0",1626699345
18,36320626,29.000,1.006,"6-7,0-4,15-15",1626699368
17,36320638,41.000,1.004,"6-7,0-4,15-30",1626699390
16,36320645,51.000,1.002,"6-7,0-4,15-40",1626699419
14,36320690,101.000,1.001,"6-7,0-5,0-0",1626699501
13,36320701,67.000,1.001,"6-7,0-5,15-0",1626699523
12,36320719,51.000,1.002,"6-7,0-5,40-0",1626699580
215,302433769,41.000,1.004,"6-7,0-5,40-15",1626699604
10,36320744,-,-,"6-7,1-5,0-0",1626699646
8,36320752,-,-,"6-7,1-5,0-15",1626699667
4,36320781,-,-,"6-7,1-5,15-15",1626699709
2,36320791,-,-,"6-7,1-5,15-30",1626699744
0,36320802,-,-,"6-7,1-5,15-40",1626699766
