,id,home_od,away_od,ss,add_time
320,41484065,1.909,1.909,"0-0,0-0",1641890150
319,41484188,2.000,1.750,"0-0,0-15",1641890366
311,41484235,1.666,2.100,"0-0,15-15",1641890437
310,41484244,1.571,2.250,"0-0,30-15",1641890449
309,41484259,1.666,2.100,"0-0,30-30",1641890478
308,41484278,1.750,2.000,"0-0,30-40",1641890509
307,41484295,1.800,1.950,"0-1,0-0",1641890547
306,41484322,1.750,2.000,"0-1,15-0",1641890609
305,41484330,1.700,2.050,"0-1,30-0",1641890624
304,41484341,1.666,2.100,"0-1,40-0",1641890640
298,41484372,1.571,2.250,"1-1,0-0",1641890712
297,41484378,1.666,2.100,"1-1,0-15",1641890729
296,41484400,1.700,2.050,"1-1,0-30",1641890769
293,41484445,1.750,2.000,"1-1,0-40",1641890838
292,41484449,1.800,1.950,"1-2,0-0",1641890839
291,41484490,1.750,2.000,"1-2,15-0",1641890904
290,41484503,1.666,2.100,"1-2,30-0",1641890918
289,41484513,1.615,2.200,"1-2,40-0",1641890934
288,41484546,1.571,2.250,"2-2,0-0",1641890983
287,41484555,1.666,2.100,"2-2,0-15",1641890996
286,41484573,1.700,2.050,"2-2,0-30",1641891028
285,41484581,1.615,2.200,"2-2,15-30",1641891048
284,41484601,1.700,2.050,"2-2,15-40",1641891088
283,41484607,1.750,2.000,"2-3,0-0",1641891103
282,41484652,1.666,2.100,"2-3,15-0",1641891189
281,41484663,1.800,1.950,"2-3,15-15",1641891205
280,41484679,1.700,2.050,"2-3,30-15",1641891223
279,41484697,1.800,1.950,"2-3,30-30",1641891254
278,41484712,1.750,2.000,"2-3,40-30",1641891279
277,41484725,1.666,2.100,"3-3,0-0",1641891296
276,41484754,1.571,2.250,"3-3,15-0",1641891341
275,41484778,1.615,2.200,"3-3,15-15",1641891380
273,41484808,1.533,2.375,"3-3,30-15",1641891419
272,41484810,1.666,2.100,"3-3,30-30",1641891422
271,41484838,1.750,2.000,"3-3,30-40",1641891461
269,41484906,1.909,1.909,"3-4,0-0",1641891572
268,41484943,1.666,2.100,"3-4,40-0",1641891620
267,41484951,1.615,2.200,"4-4,0-0",1641891638
265,41484979,1.666,2.100,"4-4,0-15",1641891680
264,41484990,1.571,2.250,"4-4,15-15",1641891696
263,41485007,1.666,2.100,"4-4,15-30",1641891724
262,41485021,1.750,2.000,"4-4,15-40",1641891743
261,41485039,1.800,1.950,"4-5,0-0",1641891773
260,41485099,1.700,2.050,"4-5,15-0",1641891906
259,41485117,1.666,2.100,"4-5,30-0",1641891937
258,41485133,1.750,2.000,"4-5,30-15",1641891958
257,41485149,1.666,2.100,"4-5,40-15",1641891984
256,41485162,1.615,2.200,"5-5,0-0",1641892006
255,41485192,1.500,2.500,"5-5,15-0",1641892059
254,41485206,1.571,2.250,"5-5,15-15",1641892083
253,41485214,1.444,2.625,"5-5,30-15",1641892102
