,id,home_od,away_od,ss,add_time
257,25673932,1.050,11.000,0-0,1579594810
251,25674106,1.025,17.000,1-0,1579594992
246,25674213,1.030,15.000,2-0,1579595107
245,25674387,1.025,17.000,2-1,1579595269
236,25674594,1.020,19.000,3-1,1579595465
229,25674843,1.025,17.000,4-1,1579595782
226,25674963,1.050,11.000,4-2,1579595904
216,25675284,-,-,4-4,1579596218
210,25675419,1.062,10.000,4-3,1579596370
203,25675595,1.030,15.000,5-3,1579596552
199,25675784,1.020,19.000,"6-3,0-0",1579596730
195,25675929,1.030,15.000,"6-3,1-0",1579596873
188,25676143,1.040,13.000,"6-3,1-1",1579597093
184,25676375,1.050,11.000,"6-3,2-1",1579597332
178,25676597,1.083,8.000,"6-3,2-2",1579597524
172,25676779,1.040,13.000,"6-3,2-3",1579597748
165,25677019,1.030,15.000,"6-3,3-3",1579597998
162,25677255,1.040,13.000,"6-3,4-3",1579598227
159,25677483,1.100,7.000,"6-3,4-4",1579598451
153,25677801,1.143,5.500,"6-3,4-5",1579598738
150,25678113,1.125,6.000,"6-3,4-6,0-0",1579599000
129,25678747,1.083,8.000,"6-3,4-6,1-0",1579599705
111,25679159,1.062,10.000,"6-3,4-6,2-0",1579600161
109,25679314,1.071,9.000,"6-3,4-6,3-0",1579600312
102,25679531,1.111,6.500,"6-3,4-6,3-1",1579600538
92,25679976,1.167,5.000,"6-3,4-6,3-2",1579600958
87,25680108,1.167,5.000,"6-3,4-6,3-3",1579601084
85,25680304,1.222,4.333,"6-3,4-6,4-3",1579601275
77,25680489,1.222,4.333,"6-3,4-6,4-4",1579601462
70,25680727,1.071,9.000,"6-3,4-6,5-4",1579601694
66,25681030,1.040,13.000,"6-3,4-6,6-4,0-0",1579602021
51,25681489,-,-,"6-3,4-6,6-4,1-0",1579602478
45,25681650,1.020,19.000,"6-3,4-6,6-4,2-0",1579602639
38,25681981,-,-,"6-3,4-6,6-4,2-1",1579602957
23,25682323,1.007,29.000,"6-3,4-6,6-4,3-1",1579603321
19,25682570,1.010,26.000,"6-3,4-6,6-4,4-1",1579603544
10,25682733,1.007,29.000,"6-3,4-6,6-4,4-2",1579603716
0,25683003,-,-,"6-3,4-6,6-4,5-2",1579603976
