,id,home_od,away_od,ss,add_time
1328,100799041,3.000,1.400,"0-0,0-0",1736735032
1319,100799158,3.200,1.363,"0-0,0-15",1736735090
1318,100799161,3.000,1.400,"0-0,15-15",1736735091
1310,100799252,2.750,1.444,"0-0,30-15",1736735141
1306,100799290,2.375,1.571,"0-0,40-15",1736735157
1300,100799336,2.625,1.500,"0-0,40-30",1736735181
1295,100799445,2.750,1.444,"0-0,40-40",1736735239
1292,100799497,3.000,1.400,"0-0,40-A",1736735264
1287,100799576,3.200,1.363,"0-1,0-0",1736735320
1283,100799619,3.000,1.400,"0-1,15-0",1736735357
1282,100799622,2.750,1.444,"0-1,40-0",1736735360
1280,100799637,2.750,1.444,"0-1,30-0",1736735387
1275,100799697,2.625,1.500,"1-1,0-0",1736735439
1272,100799729,2.750,1.444,"1-1,0-15",1736735458
1267,100799797,3.000,1.400,"1-1,0-30",1736735502
1262,100799895,2.750,1.444,"1-1,15-30",1736735543
1258,100799924,2.750,1.444,"1-1,15-40",1736735554
1256,100800084,2.750,1.444,"1-2,15-0",1736735671
1255,100800146,3.000,1.400,"1-2,0-0",1736735711
1248,100800231,2.750,1.444,"1-2,30-0",1736735758
1243,100800289,2.625,1.500,"1-2,40-0",1736735785
1242,100800295,2.750,1.444,"1-2,40-15",1736735789
2450,366840463,2.375,1.533,"1-2,40-30",1736735866
1239,100800465,2.750,1.444,"2-2,0-0",1736735909
1235,100800515,2.625,1.500,"2-2,15-15",1736735938
1234,100800516,2.500,1.533,"2-2,15-0",1736735940
1230,100800572,2.750,1.444,"2-2,15-30",1736735971
1229,100800616,2.625,1.500,"2-2,30-30",1736735993
1224,100800688,2.750,1.444,"2-2,30-40",1736736019
1218,100800822,2.750,1.444,"2-2,40-A",1736736070
1215,100800850,2.500,1.533,"2-2,40-40",1736736078
1214,100800856,2.750,1.444,"2-3,0-0",1736736081
2410,366841103,2.250,1.571,"2-3,15-0",1736736204
1201,100801229,2.625,1.500,"2-3,30-0",1736736285
1200,100801241,2.500,1.533,"2-3,40-0",1736736289
1189,100801338,2.300,1.615,"3-3,15-0",1736736336
1187,100801356,2.500,1.533,"3-3,0-0",1736736342
1186,100801358,2.375,1.571,"3-3,15-15",1736736344
1181,100801469,2.200,1.666,"3-3,30-15",1736736421
1174,100801533,2.375,1.571,"3-3,30-30",1736736465
1172,100801555,2.500,1.533,"3-3,30-40",1736736476
1165,100801758,2.625,1.500,"3-4,0-0",1736736577
1159,100801834,2.750,1.444,"3-4,0-15",1736736618
1153,100801897,3.750,1.285,"3-4,0-40",1736736664
1151,100801907,3.400,1.333,"3-4,0-30",1736736669
1148,100801948,4.000,1.250,"3-5,0-0",1736736710
1145,100801997,4.333,1.222,"3-5,0-15",1736736742
1140,100802068,4.500,1.200,"3-5,0-30",1736736787
1135,100802125,4.333,1.222,"3-5,15-30",1736736821
1128,100802175,4.500,1.200,"3-5,15-40",1736736854
1127,100802219,4.333,1.222,"3-5,30-40",1736736878
1122,100802431,4.500,1.200,"3-6,0-0,0-0",1736737004
2307,366842375,2.500,1.500,"3-6,0-0,15-15",1736737008
1115,100802541,5.000,1.166,"3-6,0-0,0-15",1736737044
1114,100802542,4.333,1.222,"3-6,0-0,30-15",1736737045
2291,366842536,2.100,1.666,"3-6,0-0,40-15",1736737103
2290,366842546,2.250,1.571,"3-6,0-0,40-30",1736737108
2287,366842616,2.100,1.666,"3-6,1-0,0-0",1736737161
1110,100802803,4.333,1.222,"3-6,1-0,0-15",1736737222
1109,100802814,4.500,1.200,"3-6,1-0,0-30",1736737227
2272,366842731,2.500,1.500,"3-6,1-0,0-40",1736737260
1106,100803014,4.500,1.200,"3-6,1-1,0-0",1736737336
1102,100803098,4.500,1.200,"3-6,1-1,15-0",1736737366
1099,100803141,4.333,1.222,"3-6,1-1,30-0",1736737391
1097,100803158,4.333,1.222,"3-6,1-1,40-0",1736737400
1086,100803439,4.000,1.250,"3-6,2-1,0-0",1736737560
1079,100803508,4.500,1.200,"3-6,2-1,0-30",1736737587
1078,100803514,4.333,1.222,"3-6,2-1,0-15",1736737591
1075,100803602,4.500,1.200,"3-6,2-1,0-40",1736737638
1070,100803632,4.333,1.222,"3-6,2-1,15-40",1736737661
1065,100803701,4.500,1.200,"3-6,2-2,0-0",1736737725
1062,100803733,5.000,1.166,"3-6,2-2,0-15",1736737742
1052,100803823,4.500,1.200,"3-6,2-2,15-15",1736737801
1051,100803826,5.000,1.166,"3-6,2-2,15-30",1736737802
1048,100803898,6.000,1.125,"3-6,2-2,15-40",1736737843
1043,100804060,7.000,1.100,"3-6,2-3,0-0",1736737940
1034,100804174,8.000,1.083,"3-6,2-3,0-15",1736737981
1031,100804219,9.000,1.071,"3-6,2-3,0-40",1736737997
1030,100804240,8.000,1.083,"3-6,2-3,0-30",1736738004
1026,100804277,8.000,1.083,"3-6,2-4,15-0",1736738019
1025,100804293,9.000,1.071,"3-6,2-4,0-0",1736738034
1024,100804303,8.000,1.083,"3-6,2-4,30-0",1736738041
2165,366844245,8.000,1.083,"3-6,2-4,40-0",1736738068
2159,366844633,8.000,1.083,"3-6,3-4,0-0",1736738232
1013,100804766,8.000,1.083,"3-6,3-4,0-15",1736738280
1010,100804797,7.000,1.100,"3-6,3-4,15-15",1736738291
1000,100804936,6.000,1.125,"3-6,3-4,30-15",1736738343
992,100805049,5.000,1.166,"3-6,3-4,40-15",1736738372
989,100805125,4.333,1.222,"3-6,4-4,0-0",1736738397
986,100805187,4.333,1.222,"3-6,4-4,15-0",1736738432
982,100805226,4.000,1.250,"3-6,4-4,30-0",1736738458
977,100805312,3.750,1.285,"3-6,4-4,40-0",1736738493
970,100805411,4.000,1.250,"3-6,4-4,40-15",1736738538
965,100805554,3.750,1.285,"3-6,5-4,0-0",1736738614
962,100805625,4.000,1.250,"3-6,5-4,0-15",1736738653
956,100805701,3.750,1.285,"3-6,5-4,15-15",1736738696
955,100805706,3.400,1.333,"3-6,5-4,30-15",1736738698
950,100805761,3.500,1.300,"3-6,5-4,30-30",1736738735
949,100805770,4.000,1.250,"3-6,5-4,30-40",1736738739
939,100805908,3.500,1.300,"3-6,5-4,40-40",1736738816
935,100805935,3.750,1.285,"3-6,5-4,40-A",1736738827
934,100805949,4.000,1.250,"3-6,5-5,0-0",1736738831
932,100806086,4.000,1.250,"3-6,5-5,15-0",1736738906
929,100806135,4.333,1.222,"3-6,5-5,15-15",1736738941
920,100806207,4.000,1.250,"3-6,5-5,30-15",1736738995
919,100806212,4.333,1.222,"3-6,5-5,30-30",1736738997
912,100806422,5.000,1.166,"3-6,5-5,30-40",1736739103
902,100806597,4.000,1.250,"3-6,5-5,A-40",1736739205
898,100806637,4.500,1.200,"3-6,5-5,40-40",1736739227
894,100806865,4.000,1.250,"3-6,6-5,0-15",1736739318
889,100806938,4.333,1.222,"3-6,6-5,0-30",1736739353
888,100806943,3.750,1.285,"3-6,6-5,0-0",1736739358
887,100806945,4.333,1.222,"3-6,6-5,0-40",1736739360
880,100807024,4.500,1.200,"3-6,6-6,0-0",1736739455
876,100807059,4.000,1.250,"3-6,6-6,1-0",1736739482
871,100807125,4.333,1.222,"3-6,6-6,1-1",1736739525
869,100807139,3.750,1.285,"3-6,6-6,2-1",1736739538
865,100807169,4.000,1.250,"3-6,6-6,3-2",1736739553
861,100807234,3.400,1.333,"3-6,6-6,3-1",1736739585
858,100807296,4.500,1.200,"3-6,6-6,3-3",1736739627
855,100807342,5.000,1.166,"3-6,6-6,3-4",1736739673
851,100807373,4.333,1.222,"3-6,6-6,4-4",1736739699
844,100807446,3.750,1.285,"3-6,6-6,5-4",1736739734
836,100807519,3.000,1.400,"3-6,6-6,6-4",1736739763
829,100807606,3.200,1.363,"3-6,6-6,6-5",1736739795
815,100809047,2.500,1.533,"3-6,7-6,0-0,0-0",1736740575
812,100809106,2.625,1.500,"3-6,7-6,0-0,0-15",1736740595
806,100809173,2.625,1.500,"3-6,7-6,0-0,0-30",1736740626
803,100809217,2.750,1.444,"3-6,7-6,0-0,0-40",1736740650
