,id,home_od,away_od,ss,add_time
434,295973145,1.363,3.000,"0-0,0-0",1602691815
204,30195899,1.363,3.000,"0-0,0-15",1602692677
201,30195919,1.444,2.625,"0-0,0-30",1602692732
200,30195928,1.533,2.375,"0-0,0-40",1602692743
196,30195958,1.500,2.500,"0-0,15-40",1602692819
194,30195973,1.444,2.625,"0-0,30-40",1602692861
193,30195980,1.333,3.250,"0-0,40-40",1602692884
192,30195987,1.300,3.400,"0-0,A-40",1602692915
190,30195993,1.250,3.750,"1-0,0-0",1602692945
184,30196025,1.285,3.500,"1-0,0-15",1602693041
183,30196027,1.333,3.250,"1-0,0-30",1602693044
182,30196032,1.363,3.000,"1-0,0-40",1602693062
181,30196039,1.400,2.750,"1-1,0-0",1602693095
180,30196049,1.363,3.000,"1-1,15-0",1602693132
179,30196057,1.333,3.250,"1-1,30-0",1602693158
178,30196067,1.300,3.400,"1-1,40-0",1602693189
175,30196133,1.285,3.500,"2-1,0-0",1602693355
173,30196143,1.300,3.400,"2-1,0-15",1602693371
170,30196167,1.363,3.000,"2-1,0-30",1602693419
169,30196175,1.300,3.400,"2-1,15-30",1602693427
167,30196187,1.333,3.250,"2-1,15-40",1602693469
165,30196200,1.400,2.750,"2-2,0-0",1602693499
164,30196203,1.444,2.625,"2-2,0-15",1602693506
163,30196213,1.571,2.250,"2-2,0-30",1602693537
160,30196238,1.500,2.500,"2-2,15-30",1602693597
157,30196258,1.444,2.625,"2-2,30-30",1602693628
154,30196281,1.363,3.000,"2-2,40-30",1602693665
146,30196371,1.533,2.375,"2-2,40-A",1602693851
142,30196432,1.500,2.500,"2-2,40-40",1602694006
141,30196451,1.400,2.750,"2-2,A-40",1602694041
140,30196463,1.363,3.000,"3-2,0-0",1602694067
137,30196525,1.400,2.750,"3-2,0-15",1602694230
136,30196530,1.333,3.250,"3-2,15-15",1602694235
134,30196552,1.363,3.000,"3-2,15-30",1602694272
133,30196561,1.300,3.400,"3-2,30-30",1602694294
132,30196583,1.363,3.000,"3-2,30-40",1602694347
129,30196627,1.285,3.500,"3-2,40-40",1602694448
128,30196638,1.333,3.250,"3-2,40-A",1602694480
127,30196676,1.400,2.750,"3-3,0-0",1602694567
126,30196690,1.363,3.000,"3-3,15-0",1602694595
125,30196704,1.333,3.250,"3-3,30-0",1602694624
124,30196713,1.300,3.400,"3-3,40-0",1602694646
121,30196774,1.285,3.500,"4-3,0-0",1602694800
120,30196775,1.222,4.000,"4-3,15-0",1602694801
118,30196807,1.250,3.750,"4-3,15-15",1602694871
117,30196812,1.200,4.333,"4-3,30-15",1602694882
114,30196857,1.250,3.750,"4-3,30-30",1602694963
113,30196859,1.300,3.400,"4-3,30-40",1602694965
112,30196889,1.363,3.000,"4-4,0-0",1602695033
111,30196897,1.444,2.625,"4-4,0-15",1602695074
110,30196911,1.363,3.000,"4-4,15-15",1602695110
109,30196922,1.333,3.250,"4-4,30-15",1602695142
108,30196943,1.285,3.500,"4-4,40-15",1602695202
105,30197003,1.250,3.750,"5-4,0-0",1602695363
103,30197012,1.200,4.333,"5-4,15-0",1602695381
101,30197026,1.142,5.500,"5-4,30-0",1602695414
100,30197048,1.200,4.333,"5-4,30-15",1602695444
98,30197069,1.222,4.000,"5-4,30-30",1602695495
92,30197104,-,-,"5-4,40-30",1602695574
91,30197109,1.083,8.000,"6-4,0-0,0-0",1602695576
90,30197169,1.100,7.000,"6-4,0-0,0-15",1602695722
89,30197175,1.083,8.000,"6-4,0-0,15-15",1602695738
85,30197213,1.125,6.000,"6-4,0-0,15-30",1602695808
84,30197219,1.100,7.000,"6-4,0-0,30-30",1602695811
83,30197228,1.083,8.000,"6-4,0-0,40-30",1602695843
79,30197258,1.062,10.000,"6-4,1-0,0-0",1602695922
78,30197263,1.050,11.000,"6-4,1-0,15-0",1602695929
76,30197289,1.030,15.000,"6-4,1-0,30-0",1602695989
75,30197293,1.050,11.000,"6-4,1-0,30-15",1602695999
74,30197306,1.030,15.000,"6-4,1-0,40-15",1602696029
73,30197318,1.040,13.000,"6-4,1-0,40-30",1602696067
72,30197323,1.050,11.000,"6-4,1-0,40-40",1602696089
71,30197340,1.062,10.000,"6-4,1-0,40-A",1602696126
67,30197365,1.083,8.000,"6-4,1-1,0-0",1602696203
274,295974827,1.333,3.250,"6-4,1-1,15-0",1602696204
66,30197377,1.071,9.000,"6-4,1-1,30-0",1602696249
272,295974847,1.285,3.500,"6-4,1-1,40-0",1602696283
65,30197397,1.062,10.000,"6-4,2-1,0-0",1602696294
62,30197455,1.050,11.000,"6-4,2-1,15-0",1602696429
61,30197459,1.062,10.000,"6-4,2-1,15-15",1602696433
60,30197471,1.071,9.000,"6-4,2-1,15-30",1602696465
59,30197478,1.062,10.000,"6-4,2-1,30-30",1602696490
55,30197502,-,-,"6-4,2-1,40-30",1602696547
54,30197509,1.012,23.000,"6-4,3-1,0-0",1602696559
53,30197521,1.010,26.000,"6-4,3-1,15-0",1602696589
52,30197529,1.006,29.000,"6-4,3-1,30-0",1602696616
50,30197536,1.012,23.000,"6-4,3-1,30-15",1602696651
48,30197543,1.020,19.000,"6-4,3-1,30-30",1602696685
44,30197560,1.040,13.000,"6-4,3-1,30-40",1602696726
43,30197562,1.062,10.000,"6-4,3-2,0-0",1602696736
42,30197592,1.040,13.000,"6-4,3-2,15-0",1602696848
41,30197605,1.062,10.000,"6-4,3-2,15-15",1602696893
40,30197617,1.071,9.000,"6-4,3-2,15-30",1602696920
39,30197623,1.050,11.000,"6-4,3-2,30-30",1602696951
37,30197643,-,-,"6-4,3-2,40-30",1602697016
36,30197646,1.012,23.000,"6-4,4-2,0-0",1602697031
35,30197657,1.020,19.000,"6-4,4-2,0-15",1602697072
34,30197666,1.012,23.000,"6-4,4-2,15-15",1602697097
33,30197674,1.025,17.000,"6-4,4-2,15-30",1602697127
31,30197685,-,-,"6-4,4-2,30-30",1602697170
30,30197688,1.006,29.000,"6-4,4-2,40-30",1602697178
29,30197695,1.004,41.000,"6-4,5-2,0-0",1602697204
28,30197729,1.005,34.000,"6-4,5-2,0-15",1602697325
27,30197734,1.004,41.000,"6-4,5-2,15-15",1602697356
26,30197740,1.005,34.000,"6-4,5-2,15-30",1602697373
25,30197742,1.006,29.000,"6-4,5-2,15-40",1602697402
21,30197755,-,-,"6-4,5-3,0-0",1602697464
20,30197759,1.015,21.000,"6-4,5-3,0-15",1602697478
19,30197761,1.030,15.000,"6-4,5-3,0-30",1602697494
16,30197773,1.025,17.000,"6-4,5-3,15-30",1602697542
15,30197779,1.040,13.000,"6-4,5-3,15-40",1602697563
14,30197784,1.030,15.000,"6-4,5-3,30-40",1602697585
2,30197819,-,-,"6-4,5-3,40-40",1602697711
0,30197823,-,-,"6-4,5-3,A-40",1602697745
