,id,home_od,away_od,ss,add_time
191,321758057,1.363,3.000,"0-0,0-0",1675515530
90,54834261,1.222,4.000,"0-0,15-0",1675516122
189,321758233,1.250,3.750,"0-0,30-0",1675516137
88,54834295,1.166,5.000,"1-0,15-0",1675516224
87,54834315,1.181,4.500,"1-0,0-0",1675516280
86,54834333,1.222,4.000,"1-0,15-30",1675516311
85,54834356,1.250,3.750,"1-0,15-40",1675516358
181,321758355,1.400,2.750,"1-1,0-0",1675516406
84,54834403,1.333,3.250,"1-1,0-15",1675516447
83,54834428,1.285,3.500,"1-1,15-15",1675516495
82,54834469,1.250,3.750,"1-1,30-15",1675516564
81,54834485,1.222,4.000,"1-1,40-15",1675516629
80,54834514,1.250,3.750,"1-1,40-30",1675516697
79,54834517,1.222,4.000,"2-1,0-0",1675516705
174,321758613,1.250,3.750,"2-1,15-15",1675516909
78,54834641,1.166,5.000,"2-1,40-30",1675516986
77,54834654,1.200,4.333,"2-1,40-40",1675517025
76,54834677,1.250,3.750,"2-1,40-A",1675517080
75,54834715,1.285,3.500,"2-2,0-0",1675517147
74,54834729,1.250,3.750,"2-2,15-0",1675517217
73,54834731,1.222,4.000,"2-2,30-0",1675517221
72,54834740,1.200,4.333,"2-2,40-0",1675517239
71,54834862,1.166,5.000,"3-2,30-15",1675517491
70,54834897,1.100,7.000,"4-2,0-0",1675517569
69,54834948,1.071,9.000,"4-2,30-0",1675517687
68,54834987,1.062,10.000,"5-2,0-0",1675517756
161,321759058,1.010,26.000,"5-2,15-0",1675517872
66,54835091,1.062,10.000,"5-2,15-15",1675517968
65,54835107,1.071,9.000,"5-2,15-30",1675517993
64,54835140,1.083,8.000,"5-3,0-0",1675518058
63,54835150,1.071,9.000,"5-3,15-0",1675518083
60,54835202,1.083,8.000,"5-3,15-15",1675518204
59,54835235,1.062,10.000,"5-3,40-15",1675518277
58,54835243,1.071,9.000,"5-3,30-15",1675518305
57,54835255,1.050,11.000,"6-3,0-0,0-0",1675518330
56,54835314,1.040,13.000,"6-3,0-0,15-0",1675518483
55,54835351,1.062,10.000,"6-3,0-0,15-30",1675518585
54,54835373,1.071,9.000,"6-3,0-0,15-40",1675518636
53,54835387,1.083,8.000,"6-3,0-1,0-0",1675518675
52,54835423,1.100,7.000,"6-3,0-1,15-15",1675518756
51,54835437,1.125,6.000,"6-3,0-1,15-30",1675518782
50,54835467,1.166,5.000,"6-3,0-1,15-40",1675518839
49,54835487,1.142,5.500,"6-3,0-1,30-40",1675518880
48,54835516,1.111,6.500,"6-3,0-1,40-40",1675518955
47,54835527,1.083,8.000,"6-3,0-1,A-40",1675518982
46,54835531,1.071,9.000,"6-3,1-1,0-0",1675518994
45,54835558,1.062,10.000,"6-3,1-1,15-0",1675519063
44,54835560,1.040,13.000,"6-3,1-1,30-0",1675519070
43,54835586,1.020,19.000,"6-3,2-1,0-0",1675519133
42,54835644,1.050,11.000,"6-3,2-1,0-30",1675519308
41,54835651,1.030,15.000,"6-3,2-1,0-15",1675519325
40,54835668,1.071,9.000,"6-3,2-1,0-40",1675519363
39,54835679,1.062,10.000,"6-3,2-1,15-40",1675519400
38,54835683,1.050,11.000,"6-3,2-1,30-40",1675519411
36,54835735,1.062,10.000,"6-3,2-2,15-0",1675519508
35,54835748,1.083,8.000,"6-3,2-2,0-0",1675519548
34,54835771,1.100,7.000,"6-3,2-2,15-30",1675519585
33,54835795,1.111,6.500,"6-3,2-2,15-40",1675519634
31,54835821,1.071,9.000,"6-3,2-2,40-40",1675519705
30,54835832,1.100,7.000,"6-3,2-2,30-40",1675519726
29,54835847,1.050,11.000,"6-3,2-2,A-40",1675519758
28,54835848,1.025,17.000,"6-3,3-2,0-0",1675519760
27,54835893,1.020,19.000,"6-3,3-2,15-0",1675519898
26,54835899,1.015,21.000,"6-3,3-2,30-0",1675519912
25,54835906,1.012,23.000,"6-3,3-2,40-0",1675519937
113,321759927,1.040,13.000,"6-3,4-2,0-0",1675520037
24,54835954,1.006,29.000,"6-3,4-2,15-0",1675520043
23,54835965,1.010,26.000,"6-3,4-2,15-15",1675520059
22,54836001,1.020,19.000,"6-3,4-2,15-40",1675520131
21,54836062,1.030,15.000,"6-3,4-3,0-15",1675520280
20,54836085,1.025,17.000,"6-3,4-3,15-15",1675520326
19,54836089,1.015,21.000,"6-3,4-3,30-15",1675520337
18,54836110,1.006,29.000,"6-3,5-3,0-0",1675520413
17,54836146,1.010,26.000,"6-3,5-3,0-15",1675520507
16,54836151,1.012,23.000,"6-3,5-3,0-30",1675520516
15,54836176,1.010,26.000,"6-3,5-3,15-30",1675520576
14,54836208,1.012,23.000,"6-3,5-4,0-0",1675520660
13,54836260,1.015,21.000,"6-3,5-4,15-15",1675520834
12,54836274,1.040,13.000,"6-3,5-4,15-30",1675520881
10,54836306,-,-,"6-3,5-4,40-30",1675520951
3,54836427,1.062,10.000,"6-3,5-4,40-A",1675521315
1,54836459,1.025,17.000,"6-3,5-4,40-40",1675521423
0,54836462,-,-,"6-3,5-4,A-40",1675521447
