,id,home_od,away_od,ss,add_time
155,26125228,1.500,2.500,0-0,1581014978
150,26125384,1.250,3.750,1-0,1581015282
137,26125552,1.286,3.500,2-0,1581015655
132,26125669,1.286,3.500,3-0,1581015905
124,26125809,1.444,2.625,3-1,1581016160
111,26126096,1.400,2.750,3-2,1581016709
107,26126162,1.182,4.500,4-2,1581016856
99,26126325,1.182,4.500,5-2,1581017151
93,26126404,1.143,5.500,5-3,1581017325
85,26126591,1.071,9.000,"6-3,0-0",1581017721
79,26126684,1.030,15.000,"6-3,1-0",1581017910
67,26126866,1.030,15.000,"6-3,2-0",1581018284
58,26127027,1.030,15.000,"6-3,2-1",1581018638
40,26127192,1.025,17.000,"6-3,3-1",1581019002
31,26127346,1.030,15.000,"6-3,3-2",1581019379
23,26127440,1.025,17.000,"6-3,4-2",1581019603
19,26127528,1.010,26.000,"6-3,4-3",1581019796
9,26127638,1.012,23.000,"6-3,5-3",1581020035
1,26127756,1.001,67.000,"6-3,5-4",1581020309
0,26127770,-,-,"6-3,6-4",1581020336
