,id,home_od,away_od,ss,add_time
221,308860657,1.181,4.500,"0-0,0-0",1644673934
116,42376252,1.111,6.500,"0-0,15-0",1644675023
219,308860879,1.142,5.500,"0-0,30-0",1644675037
115,42376266,1.100,7.000,"0-0,40-0",1644675069
218,308860885,1.125,6.000,"1-0,0-0",1644675099
114,42376297,1.111,6.500,"1-0,15-30",1644675203
113,42376306,1.100,7.000,"1-0,30-30",1644675246
112,42376313,1.111,6.500,"1-0,30-40",1644675273
111,42376317,1.125,6.000,"1-1,0-0",1644675288
110,42376322,1.142,5.500,"1-1,0-15",1644675314
109,42376334,1.200,4.500,"1-1,0-30",1644675364
108,42376337,1.166,5.000,"1-1,15-30",1644675380
107,42376346,1.142,5.500,"1-1,30-30",1644675417
106,42376352,1.200,4.500,"1-1,30-40",1644675436
105,42376362,1.285,3.750,"1-2,0-0",1644675477
104,42376390,1.250,4.000,"1-2,15-0",1644675612
103,42376395,1.285,3.750,"1-2,15-15",1644675639
102,42376399,1.222,4.333,"1-2,30-15",1644675657
101,42376404,1.250,4.000,"1-2,30-30",1644675677
100,42376416,1.300,3.500,"1-2,30-40",1644675730
99,42376434,1.333,3.400,"1-3,0-0",1644675778
199,308861027,2.250,1.571,"1-3,15-0",1644675827
198,308861030,2.500,1.500,"1-3,15-15",1644675849
97,42376462,1.333,3.400,"1-3,40-15",1644675917
96,42376467,1.363,3.200,"2-3,0-0",1644675945
95,42376493,1.400,3.000,"2-3,0-15",1644676057
195,308861078,3.250,1.333,"2-3,15-40",1644676128
94,42376519,1.444,2.750,"2-4,0-0",1644676163
193,308861091,3.400,1.300,"2-4,15-0",1644676205
92,42376541,1.444,2.750,"2-4,15-15",1644676280
91,42376548,1.500,2.625,"2-4,15-30",1644676297
187,308861126,3.750,1.250,"2-4,30-30",1644676330
90,42376561,1.533,2.500,"2-4,30-40",1644676357
89,42376567,1.500,2.625,"2-4,40-40",1644676410
87,42376570,1.500,2.625,"2-4,A-40",1644676441
86,42376574,1.444,2.750,"3-4,0-0",1644676466
84,42376599,1.363,3.200,"3-4,15-0",1644676609
83,42376605,1.500,2.625,"3-4,15-30",1644676658
82,42376614,1.571,2.375,"3-5,0-0",1644676696
81,42376624,1.615,2.300,"3-5,0-15",1644676744
80,42376630,1.666,2.200,"3-5,0-30",1644676776
79,42376638,1.615,2.300,"3-5,15-30",1644676827
173,308861227,6.500,1.111,"3-5,30-30",1644676851
78,42376646,1.666,2.200,"3-5,30-40",1644676887
77,42376653,1.615,2.300,"3-5,40-40",1644676920
170,308861249,6.000,1.125,"3-5,A-40",1644676947
76,42376662,1.571,2.375,"4-5,0-0",1644676968
74,42376689,1.444,2.750,"4-5,15-0",1644677114
166,308861291,-,-,"4-5,30-15",1644677159
73,42376702,1.533,2.500,"4-5,30-30",1644677196
72,42376705,1.615,2.300,"4-5,30-40",1644677208
71,42376709,1.800,2.000,"4-6,0-0,0-0",1644677243
70,42376783,1.727,2.100,"4-6,0-0,40-15",1644677581
