,id,home_od,away_od,ss,add_time
654,88188773,1.444,2.750,"0-0,0-0",1722310716
1296,354441321,1.500,2.500,"0-0,15-0",1722311023
652,88189036,1.444,2.750,"0-0,30-0",1722311083
649,88189045,1.400,3.000,"0-0,40-15",1722311091
647,88189062,1.444,2.750,"0-0,30-15",1722311114
646,88189065,1.400,3.000,"1-0,0-0",1722311117
645,88189090,1.444,2.750,"1-0,0-15",1722311152
644,88189096,1.400,3.000,"1-0,15-15",1722311169
642,88189117,1.400,3.000,"1-0,15-30",1722311226
639,88189136,1.444,2.750,"1-0,15-40",1722311264
636,88189166,1.400,3.000,"1-0,30-40",1722311302
633,88189206,1.444,2.750,"1-1,0-0",1722311352
632,88189213,1.400,3.000,"1-1,15-0",1722311360
628,88189260,1.400,3.000,"1-1,30-0",1722311424
617,88189307,1.400,3.000,"1-1,40-15",1722311465
613,88189318,1.363,3.200,"1-1,40-0",1722311480
609,88189324,1.444,2.750,"1-1,40-30",1722311493
601,88189433,1.444,2.750,"2-1,0-0",1722311628
592,88189505,1.400,3.000,"2-1,15-0",1722311693
590,88189512,1.444,2.750,"2-1,15-15",1722311698
587,88189520,1.500,2.625,"2-1,15-40",1722311705
584,88189528,1.444,2.750,"2-1,15-30",1722311717
577,88189596,1.500,2.625,"2-2,0-0",1722311784
576,88189600,1.444,2.750,"2-2,30-0",1722311786
575,88189617,1.500,2.625,"2-2,15-0",1722311825
574,88189620,1.444,2.750,"2-2,40-0",1722311826
572,88189667,1.444,2.750,"2-2,40-15",1722311909
566,88189722,1.533,2.500,"2-2,40-30",1722311981
554,88189808,1.444,2.750,"3-2,0-0",1722312108
553,88189810,1.500,2.625,"3-2,0-15",1722312111
548,88189832,1.444,2.750,"3-2,15-15",1722312169
545,88189859,1.363,3.200,"3-2,30-15",1722312205
539,88189901,1.400,3.000,"3-2,30-30",1722312268
537,88189933,1.444,2.750,"3-2,30-40",1722312293
532,88189961,1.444,2.750,"3-3,15-0",1722312320
531,88189970,1.500,2.625,"3-3,0-0",1722312329
530,88189972,1.444,2.750,"3-3,30-0",1722312330
1136,354442302,1.500,2.500,"3-3,40-0",1722312372
529,88190036,1.500,2.625,"4-3,0-15",1722312492
528,88190046,1.444,2.750,"4-3,0-0",1722312529
1123,354442363,1.615,2.200,"4-3,0-40",1722312570
525,88190070,1.500,2.625,"4-3,0-30",1722312585
