,id,home_od,away_od,ss,add_time
230,84039848,3.500,1.300,"0-0,0-0",1718269797
229,84039865,3.400,1.333,"0-0,15-15",1718269807
228,84039888,3.000,1.400,"0-0,15-0",1718269819
224,84039994,3.200,1.363,"0-0,15-30",1718269880
221,84040072,3.400,1.333,"0-0,15-40",1718269922
216,84040186,3.200,1.363,"0-0,30-40",1718269975
215,84040196,3.400,1.333,"0-1,0-0",1718269984
474,350369788,2.750,1.400,"0-1,15-0",1718270054
473,350369878,2.625,1.444,"0-1,40-0",1718270078
213,84040494,3.400,1.333,"0-1,30-0",1718270095
212,84040541,3.200,1.363,"1-1,0-0",1718270112
209,84040756,2.750,1.444,"1-1,15-0",1718270209
204,84040872,3.000,1.400,"1-1,15-15",1718270251
203,84040882,3.400,1.333,"1-1,15-40",1718270253
202,84040937,3.200,1.363,"1-1,15-30",1718270273
201,84040940,3.400,1.333,"1-2,0-0",1718270274
200,84041158,4.000,1.250,"1-2,0-15",1718270377
196,84041308,3.750,1.285,"1-2,15-15",1718270445
193,84041489,3.400,1.333,"1-2,30-15",1718270520
186,84041638,3.750,1.285,"1-2,30-30",1718270573
184,84041738,6.000,1.125,"1-3,0-0",1718270601
181,84041814,4.500,1.200,"1-2,30-40",1718270622
178,84041930,6.000,1.125,"1-3,0-15",1718270659
177,84041957,5.500,1.142,"1-3,15-15",1718270667
176,84041978,6.000,1.125,"1-3,15-30",1718270677
175,84042033,6.500,1.111,"1-3,15-40",1718270703
173,84042310,6.500,1.111,"1-4,0-0",1718270839
172,84042330,6.000,1.125,"1-4,15-0",1718270845
169,84042522,6.500,1.111,"1-4,15-15",1718270903
166,84042663,7.000,1.100,"1-4,15-30",1718270958
165,84042680,6.000,1.125,"1-4,40-30",1718270964
162,84042749,6.500,1.111,"1-4,30-30",1718270987
157,84042910,6.000,1.125,"2-4,0-0",1718271048
153,84043065,5.000,1.166,"2-4,15-0",1718271093
148,84043197,4.333,1.222,"2-4,30-0",1718271140
143,84043272,4.500,1.200,"2-4,30-15",1718271168
138,84043438,4.000,1.250,"2-4,40-15",1718271225
134,84043652,3.200,1.363,"3-4,15-0",1718271319
132,84043726,3.400,1.333,"3-4,0-0",1718271350
131,84043738,3.500,1.300,"3-4,15-15",1718271353
