,id,home_od,away_od,ss,add_time
403,363313758,1.181,4.500,"0-0,0-0",1731266208
401,363314371,1.125,6.000,"0-0,30-0",1731267811
174,97205229,1.083,8.000,"0-0,15-0",1731267821
173,97205242,1.071,9.000,"0-0,40-0",1731267849
170,97205290,1.062,10.000,"1-0,0-0",1731267948
169,97205301,1.071,9.000,"1-0,0-15",1731267963
166,97205331,1.062,10.000,"1-0,15-15",1731268037
165,97205336,1.071,9.000,"1-0,15-30",1731268050
164,97205351,1.062,10.000,"1-0,30-30",1731268078
159,97205373,1.071,9.000,"1-0,30-40",1731268143
158,97205396,1.083,8.000,"1-1,0-0",1731268207
157,97205397,1.100,7.000,"1-1,0-15",1731268211
156,97205400,1.083,8.000,"1-1,15-15",1731268218
379,363314557,1.142,5.500,"1-1,30-15",1731268272
153,97205436,1.100,7.000,"1-1,30-30",1731268326
150,97205457,1.125,6.000,"1-1,30-40",1731268381
149,97205463,1.222,4.333,"1-2,0-0",1731268397
142,97205515,1.200,4.500,"1-2,15-15",1731268582
141,97205524,1.166,5.000,"1-2,30-15",1731268603
138,97205534,1.125,6.000,"1-2,40-15",1731268630
137,97205552,1.083,8.000,"2-2,15-0",1731268682
136,97205570,1.100,7.000,"2-2,0-0",1731268713
135,97205571,1.083,8.000,"2-2,30-0",1731268715
134,97205582,1.071,9.000,"2-2,40-0",1731268743
351,363314753,1.125,6.000,"3-2,0-0",1731268782
133,97205659,1.083,8.000,"3-2,0-30",1731268957
132,97205689,1.062,10.000,"3-2,30-30",1731269063
131,97205696,1.050,11.000,"3-2,40-30",1731269085
128,97205722,1.062,10.000,"3-2,40-40",1731269172
127,97205724,1.050,11.000,"3-2,A-40",1731269179
125,97205755,1.025,17.000,"4-2,15-0",1731269276
124,97205757,1.030,15.000,"4-2,0-0",1731269280
123,97205775,1.025,17.000,"4-2,30-0",1731269338
332,363314960,1.010,26.000,"4-2,40-0",1731269380
327,363315005,1.010,26.000,"5-2,0-15",1731269515
326,363315017,1.006,29.000,"5-2,0-0",1731269539
119,97205885,1.025,17.000,"5-2,15-30",1731269641
118,97205894,1.030,15.000,"5-2,15-40",1731269654
116,97205922,1.030,15.000,"5-3,0-0",1731269733
114,97205938,1.030,15.000,"5-3,15-0",1731269789
111,97205970,1.025,17.000,"5-3,30-0",1731269867
107,97205987,1.030,15.000,"5-3,30-15",1731269905
106,97205992,1.040,13.000,"5-3,30-30",1731269917
103,97206026,1.030,15.000,"5-3,40-30",1731269978
102,97206027,1.025,17.000,"6-3,0-0,0-0",1731269981
101,97206093,1.030,15.000,"6-3,0-0,0-15",1731270156
100,97206095,1.020,19.000,"6-3,0-0,15-15",1731270163
98,97206105,1.020,19.000,"6-3,0-0,30-30",1731270219
97,97206114,1.025,17.000,"6-3,0-0,15-30",1731270236
294,363315307,1.166,5.000,"6-3,0-0,30-40",1731270256
94,97206132,1.030,15.000,"6-3,0-1,0-0",1731270342
93,97206137,1.025,17.000,"6-3,0-1,15-0",1731270354
289,363315334,1.142,5.500,"6-3,0-1,30-0",1731270380
92,97206178,1.020,19.000,"6-3,1-1,0-0",1731270447
