,id,home_od,away_od,ss,add_time
406,323303342,2.050,1.700,"0-0,0-0",1679331984
232,56419430,2.050,1.700,"0-0,15-0",1679332714
231,56419449,2.000,1.750,"0-0,30-0",1679332741
230,56419464,2.100,1.666,"0-0,30-15",1679332769
229,56419482,2.050,1.700,"0-0,40-15",1679332800
228,56419508,2.100,1.666,"0-0,40-30",1679332838
227,56419517,2.050,1.700,"1-0,0-0",1679332867
226,56419588,2.100,1.666,"1-0,0-15",1679332950
225,56419604,2.200,1.615,"1-0,0-30",1679332979
223,56419641,2.050,1.700,"1-0,15-30",1679333056
222,56419645,2.000,1.750,"1-0,30-30",1679333069
221,56419657,2.050,1.700,"1-0,30-40",1679333092
220,56419673,1.950,1.800,"1-0,40-40",1679333118
219,56419695,1.800,1.950,"1-0,A-40",1679333148
218,56419721,1.615,2.200,"2-0,0-0",1679333191
217,56419754,1.571,2.250,"2-0,15-0",1679333241
216,56419770,1.533,2.375,"2-0,30-0",1679333273
215,56419787,1.500,2.500,"2-0,40-0",1679333298
213,56419884,1.500,2.500,"3-0,0-0",1679333464
212,56419886,1.533,2.375,"3-0,0-15",1679333467
211,56419907,1.571,2.250,"3-0,0-30",1679333493
210,56420020,1.666,2.100,"3-1,0-15",1679333649
208,56420055,1.571,2.250,"3-1,0-0",1679333685
207,56420057,1.750,2.000,"3-1,0-30",1679333687
206,56420081,1.700,2.050,"3-1,15-30",1679333712
205,56420099,1.615,2.200,"3-1,30-30",1679333742
204,56420120,1.750,2.000,"3-1,30-40",1679333784
199,56420195,1.800,1.950,"3-1,40-A",1679333935
198,56420205,1.666,2.100,"3-1,40-40",1679333968
197,56420230,1.571,2.250,"3-1,A-40",1679334014
196,56420252,1.533,2.375,"4-1,0-0",1679334070
195,56420301,1.571,2.250,"4-1,0-15",1679334179
194,56420310,1.500,2.500,"4-1,15-15",1679334192
191,56420348,1.444,2.625,"4-1,30-15",1679334261
190,56420350,1.500,2.500,"4-1,30-30",1679334263
189,56420361,1.444,2.625,"4-1,40-30",1679334277
188,56420380,1.363,3.000,"5-1,0-0",1679334305
187,56420405,1.400,2.750,"5-1,0-15",1679334351
356,323304809,1.020,19.000,"5-1,15-15",1679334381
186,56420447,1.444,2.625,"5-1,15-30",1679334420
354,323304841,1.062,10.000,"5-1,15-40",1679334431
185,56420472,1.500,2.500,"5-2,0-0",1679334471
184,56420554,1.444,2.625,"5-2,15-0",1679334634
183,56420568,1.500,2.500,"5-2,15-15",1679334667
181,56420585,1.500,2.500,"5-2,15-30",1679334697
179,56420617,1.533,2.375,"5-2,15-40",1679334747
177,56420637,1.615,2.200,"5-3,0-0",1679334783
174,56420682,1.666,2.100,"5-3,0-15",1679334855
173,56420683,1.800,1.950,"5-3,0-30",1679334859
172,56420696,1.950,1.800,"5-3,0-40",1679334877
171,56420719,2.050,1.700,"5-4,0-0",1679334920
170,56420802,1.950,1.800,"5-4,15-0",1679335088
168,56420824,1.700,2.050,"5-4,30-0",1679335136
167,56420833,1.800,1.950,"5-4,30-15",1679335155
166,56420848,2.000,1.750,"5-4,30-30",1679335189
164,56420884,1.700,2.050,"5-4,40-30",1679335275
151,56421074,1.909,1.909,"5-4,40-40",1679335638
150,56421077,1.700,2.050,"5-4,A-40",1679335643
149,56421096,1.444,2.625,"6-4,0-0,0-0",1679335680
148,56421173,1.400,2.750,"6-4,0-0,15-0",1679335835
147,56421188,1.363,3.000,"6-4,0-0,30-0",1679335860
146,56421202,1.333,3.250,"6-4,0-0,40-0",1679335890
307,323305655,1.800,1.950,"6-4,0-0,40-15",1679335928
145,56421227,1.400,2.750,"6-4,0-0,40-30",1679335942
144,56421252,1.333,3.250,"6-4,1-0,0-0",1679335980
142,56421293,1.363,3.000,"6-4,1-0,0-15",1679336049
140,56421308,1.400,2.750,"6-4,1-0,0-30",1679336068
139,56421319,1.363,3.000,"6-4,1-0,15-30",1679336086
138,56421333,1.333,3.250,"6-4,1-0,30-30",1679336118
137,56421349,1.250,3.750,"6-4,1-0,40-30",1679336142
134,56421383,1.363,3.000,"6-4,1-0,40-A",1679336206
131,56421436,1.300,3.400,"6-4,1-0,40-40",1679336289
130,56421462,1.222,4.000,"6-4,1-0,A-40",1679336333
129,56421485,1.142,5.500,"6-4,2-0,0-0",1679336376
127,56421526,1.200,4.333,"6-4,2-0,0-15",1679336448
126,56421542,1.250,3.750,"6-4,2-0,0-30",1679336474
125,56421559,1.300,3.400,"6-4,2-0,0-40",1679336497
124,56421575,1.250,3.750,"6-4,2-0,15-40",1679336534
123,56421594,1.333,3.250,"6-4,2-1,0-0",1679336572
122,56421674,1.363,3.000,"6-4,2-1,0-15",1679336717
120,56421693,1.300,3.400,"6-4,2-1,15-15",1679336769
119,56421700,1.363,3.000,"6-4,2-1,15-30",1679336784
118,56421717,1.400,2.750,"6-4,2-1,15-40",1679336814
115,56421754,1.444,2.625,"6-4,2-2,0-0",1679336880
114,56421758,1.533,2.375,"6-4,2-2,0-15",1679336887
112,56421775,1.500,2.500,"6-4,2-2,15-15",1679336931
110,56421793,1.615,2.200,"6-4,2-2,15-30",1679336964
109,56421800,1.500,2.500,"6-4,2-2,30-30",1679336983
108,56421820,1.615,2.200,"6-4,2-2,30-40",1679337021
105,56421867,1.500,2.500,"6-4,2-2,40-40",1679337106
104,56421895,1.666,2.100,"6-4,2-2,40-A",1679337165
