,id,home_od,away_od,ss,add_time
109,86223603,2.200,1.666,"0-0,0-0",1720373418
108,86223608,2.100,1.727,"0-0,15-0",1720373421
107,86223621,2.000,1.800,"0-0,30-0",1720373435
106,86223644,2.100,1.727,"0-0,30-15",1720373480
221,352520086,1.909,1.909,"0-0,40-15",1720373522
104,86223714,2.200,1.666,"1-0,0-0",1720373555
102,86223792,2.200,1.666,"1-0,15-15",1720373659
101,86223831,2.100,1.727,"1-0,15-0",1720373699
99,86223864,-,-,"1-0,30-30",1720373732
93,86223910,2.000,1.800,"1-0,15-30",1720373768
90,86223949,1.800,2.000,"1-0,40-30",1720373798
89,86223954,1.909,1.909,"1-0,A-40",1720373802
88,86223961,2.200,1.666,"1-0,40-40",1720373813
85,86224043,1.800,2.000,"2-0,0-0",1720373907
84,86224052,1.909,1.909,"2-0,0-15",1720373910
79,86224091,1.666,2.200,"2-0,15-15",1720373945
78,86224127,1.727,2.100,"2-0,30-15",1720373991
73,86224160,1.800,2.000,"2-0,30-30",1720374046
70,86224193,1.727,2.100,"2-0,40-30",1720374084
66,86224229,1.727,2.100,"3-0,0-0",1720374118
65,86224321,1.800,2.000,"3-0,0-30",1720374223
64,86224333,1.727,2.100,"3-0,15-30",1720374246
182,352520703,1.200,4.500,"3-0,15-40",1720374255
62,86224387,1.727,2.100,"3-1,0-0",1720374327
59,86224432,1.909,1.909,"3-1,0-15",1720374378
57,86224442,1.727,2.100,"3-1,15-15",1720374391
55,86224473,1.727,2.100,"3-1,30-15",1720374408
50,86224570,1.727,2.100,"3-1,30-30",1720374511
49,86224573,1.909,1.909,"3-1,30-40",1720374515
48,86224589,1.800,2.000,"3-1,40-40",1720374537
45,86224718,1.909,1.909,"3-1,40-A",1720374691
43,86224756,2.375,1.571,"3-2,0-0",1720374751
42,86224758,2.500,1.533,"3-2,0-15",1720374757
41,86224772,2.300,1.615,"3-2,15-15",1720374777
37,86224823,2.100,1.727,"3-2,30-15",1720374836
33,86224873,2.200,1.666,"3-2,30-30",1720374887
23,86224951,2.375,1.571,"3-2,30-40",1720374974
21,86224961,2.500,1.533,"3-3,0-0",1720374984
20,86224974,2.750,1.444,"3-3,0-15",1720374999
19,86225001,2.500,1.533,"3-3,15-15",1720375032
16,86225047,2.750,1.444,"3-3,15-30",1720375144
12,86225083,3.200,1.363,"3-3,15-40",1720375204
6,86225243,4.500,1.200,"3-4,0-0",1720375436
5,86225436,5.000,1.166,"3-4,0-15",1720375669
113,352521756,13.000,1.040,"3-4,0-40",1720375708
4,86225483,5.500,1.142,"3-5,0-0",1720375716
3,86225496,5.000,1.166,"3-4,0-30",1720375726
0,86225579,5.500,1.142,"3-5,0-15",1720375829
